hotel,review,title,rating,date,month,year
Sarova Panafric,perfect hotel stay nairobi clean comfortable friendly staff housekeep restaurant delicious food al la carte flametree restaurant reception helpful group cater airport transfer efficient book traveljoy western australia nights inbetween safari tour,great hospitality panafric nairobi,5.0,2015-08-01,8,2015
Sarova Panafric,hold train today lovely hotel everything top notch service staff quality provide meals itav equipment parand room size set meet need thank staff panafric great service today,great conference space,4.0,2015-08-01,8,2015
Sarova Panafric,superwarm welcome hotels staff four days three nights spend sarova panafric wonderful everyone go great lengths ensure comfortable strive make stay memorable experience certainly dinner flame tree restaurant first night luck would live band night enjoy food music service restaurant staff outstanding thank evans syllvestre hope visit soon,homely holiday destination,4.0,2015-08-01,8,2015
Sarova Panafric,hotel customer service excellent food great dinner meet four treat well braise lamb shank tender delicious staff friendly attentive need joseph kimondo commend thank excellent service great meal,great food,4.0,2015-08-01,8,2015
Sarova Whitesands Beach Resort & Spa,hotel check welcome excellent stay 5 nights breakfast dinner optionbeing low season begin april 2017 majority guests kenyan residents tourist economy pick yet high 12 million total years back coast portion however terrorism general overall safety kenya contribute issue seem like people general better last ensue years come every year also see family meals well prepare kenyan dish european dish even pork sausages bacon breakfast pork chop etc dinner provide albeit relegate far end buffet probably cater,good stay coast kenya,4.0,2017-04-01,4,2017
Sarova Whitesands Beach Resort & Spa,hotel continue offer fantastic holiday one seek enjoy kenyan coast room excellentclean well size furnish tidy bathroomsand case kid take interconnect room option super convenient kenyan coast continue amaze rich offeringsfor families single young oldthe options plenty sarova whitesands well position allow guests maximise experience food simply outstanding whitesands staff must compliment delicious delight multiple varieties manage put breakfast lunch dinner hotel large plenty guests walk lifeso cater consistently high,large hotelyet personal,4.0,2017-04-01,4,2017
Sarova Whitesands Beach Resort & Spa,visit easter 2 year old friendly welcome staff room clean much food day eat much ice cream want well snack kid club great well forget baby blanket room checkout cleaner come give us thank great weekend,easter break,4.0,2017-04-01,4,2017
Sarova Whitesands Beach Resort & Spa,wow place come mombasa pool clean garden amaze food perfect breakfast lunch dinner vegetarian many choices location perfect staff really friendly kid club really cool keep little ones busy,beach holiday amaze,5.0,2016-12-01,12,2016
Sarova Whitesands Beach Resort & Spa,stay 10 days go family kid age 711 fantastic food serve breakfast dinner wonderful fusion kenyan indian british fare incredible fruit wonderful south indian breakfast sambar dosa sundays kid club great xbox360 wii 11 year old boy jewellerymaking little girl wonderful staff take kid kid swim pool water slide beach play volleyball water polo also come nightly disco dance children show new routines great service bar wonderful relax poolside beach better use less beach boys hassle guests criticism standard room need,fabulous food amaze kid club,4.0,2017-02-01,2,2017
Sarova Mara Game Camp,stay three standard tent accommodation good party mixture single bed king size comfortable tent construct partially concrete wall canvas wooden roof veranda need bend full bathroom facilities excellent shower din room spacious food excellent vary din inside din room veranda grind surround secure fence security entrance also patrol day night staff outstanding cheerful happy help would return,excellent place stay masai mara game reserve,5.0,2016-01-01,1,2016
Sarova Mara Game Camp,cannot recommend sarova mara game camp enough anyone look jungle retreat surround lush forest grind warm cozy tent lodge plenty activities keep families couple solo travellers occupy friendliest staff great food whether sole purpose maasai mara many safaris possible nothing sarova mara game camp ensure never bore property sprawl tent fish pond cozy read spot open bonfire chilly even pool outdoor table tennis lot grassy lawns stargaze friends stay 4 nights love every minute food abundantly delicious diverse cuisine choices indian italian kenya,luxuriously beautiful resort heart maasai mara,5.0,2016-01-01,1,2016
Sarova Mara Game Camp,two day stay lovely game camp masai marawonderful hospitality good weather amaze atmosphere wildlife experience game reserve thrill tent neat spacious staff helpfuldining lunch also expectationenjoyed kenyan food also international cuisineschristmas eve variety entertain program guestso new year time best visit placewould love come sarova mara,amaze experience,5.0,2015-12-01,12,2015
Sarova Mara Game Camp,lodge staff food keep get better every time come back business travel 4 days amaze experience sarova felt like come back home want leave last day lodge manager musyoki inspite leave arrange accommodation pick get csr manager marcos spend entire day us site kind appreciate driver ken pick us time really good great knowledge animals park anthony also great driver drivers hotel long time show take care well company reception staff nancy team welcome us,amaze experience always rock,5.0,2016-01-01,1,2016
Sarova Mara Game Camp,friendly people good service lodge good energy level two things management consider improve check main gate front main gate get bombard salesladies try sell things need generate unpleasant arrival feel second point disappoint wine listit would great broader selection win africa chile like,safari,3.0,2016-01-01,1,2016
Sarova Lion Hill Game Lodge,stay family one night stop nakuru lodge ideally locate hilly shore lake nakuru fantastic view lake although short stay impress service lodge friendly enthusiastic staff quick checkin check keen guests enjoy make feel like stay longer room well design furnish game lodge goo view lake patio plan return longer stay food dinner breakfast good variety kid love particularly thankful reception staff ensure kws gate inform stick traffic allow us park 1830hrs,nice game lodge park,4.0,2016-03-01,3,2016
Sarova Lion Hill Game Lodge,excellent nice view lake exceptional service really nothing complain one bad apple serve even fruit bout room enjoy stay staff courteous helpful food great place inside nakuru national park quite busy throughout week feel alone bush easily take ride inside park remember carry extra cash park entry fee hotel inside park,excellent nice view lake exceptional service,5.0,2016-03-01,3,2016
Sarova Lion Hill Game Lodge,second visit lodge impress usual staff hospitable food delicious wide variety even traditional dance near bonfire add spice memorable staythe room cozy clean though build renovations modernise,great easter get away,4.0,2015-04-01,4,2015
Sarova Lion Hill Game Lodge,sarova lion hill game lodge one night long flight pleasant stay request room give far reception area well appoint though little smaller side clean staff extremely helpful especially restaurant area vegetarians little worry many options vegetarians singer dinner time good voice good collection songs make us feel relax long journey overall lovely property lovely people run,pleasant onenight stay,5.0,2016-02-01,2,2016
Sarova Lion Hill Game Lodge,fine lodge extremely high standard service staff friendly courteous food wonderful plentiful beautifully present love salads prepare order food locally source much collect fresh lodge garden site lodge good environmental energy save policies staff actively engage predinner entertainment troupe professional dancers perform traditional dance number different tribes dinner entertain sing guitarist huge repertoire range kenyan songs beatles john denver although linger dinner long time never need repeat room comfortable,treat night luxury,5.0,2016-02-01,2,2016
Sarova Stanley,decent property nairobi look like old build old structure unique charm room moderate size quite well maintain one grab sandwich subway bang opposite hotel bore hotel food food hotel quite decent,decent property,4.0,2016-05-01,5,2016
Sarova Stanley,stay 2 nights arrive germany hotel situate direct city centre ideal one appointments errands run city centre hotel bite old well keep colonial style room clean well mantained breakfast good staff friendly cater need thing complain spa area visit sauna go relax room relax lady charge busy phone even bother minutes later join group women come zumba aerobic class hotel gym use phone talk loudly even sit relax bed gym clothe,lovely hotel city centre,4.0,2016-09-01,9,2016
Sarova Stanley,stay 02n room spacious comfortable breakfast wide spread surprise serve fresh cane juice opt room view street though bite noisy peak hours staff welcome always ready attend query last one cant regret stay stanley,heritage hotel,5.0,2016-09-01,9,2016
Sarova Stanley,one poorest service experience nairobi ask late checkout check 12am arrive prepare pay 50 charge usually norm however manager refuse give 6pm check unless pay 75 disappoint definitely come back,poor customer service,1.0,2016-09-01,9,2016
Sarova Stanley,third time know keep come back sugar cane juice people room spacious fantastic breakfast superb one day since tire eat thai restaurant food phenomenal lovely place nephew lose camera locate us nice friendly staff back take back time,wow,5.0,2016-08-01,8,2016
Sarova Lion Hill Game Lodge,stay valentines weekend thoroughly enjoy entire experience view lake lodge beautiful especially watch sun set food buffet outstanding something everyone elderly shape avoid room higher 60 crawl hill dinner get room great break nairobi would definitely book,beautiful lodge excellent service,4.0,2016-02-01,2,2016
Sarova Lion Hill Game Lodge,love sarova brand attention put guarantee good customer experience love food especially desserts especially appreciate cake make husband honeymoon romantically decorate room despite book advance honeymooners kind gesture make stay special end extend stay locate inside national park end sting ants bed advisable buginsect repellent however definitely back,take back gem,4.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,room roomy clean build hillside expect get exercise walk back forth room lodge din hall fun free even performance local tribal dancers food buffet style specialrequests chef native dish delicious desert open air inside din bird get fee large dugout tree truck courtyard near din hall fly dinner fun way see variety bird park,hillside beauty,5.0,2016-01-01,1,2016
Sarova Lion Hill Game Lodge,big slick operation although road pave drive 4wd territory room individual cabin style quite large comfortable although personally find bed hard restaurant good buffet breakfast dinner lunch good quality food offer bar also nice obligatory slow kenyan service park also good many animals see although rhino distance however wild theme park,nice,4.0,2016-01-01,1,2016
Sarova Lion Hill Game Lodge,wqs happy roomsvery old fashionstaff friendly one person restaurant name johnhe greati go backhuge place poor serviceyou number themi felt way,safari,2.0,2016-01-01,1,2016
Sarova Panafric,stay panafric two weeks july 2015 great experience staff especially friendly helpful husband young children first several days staff supernice kid leave return home stay remainder workshop hotel staff members kind enough ask daily family robert housekeeper room 6th floor wonderful always huge smile face greet name addition create beautiful artwork towel flower bed room day see photos room small nice extremely clean bed quite comfortable outlets include converter,great hotel friendly staff,5.0,2015-07-01,7,2015
Sarova Panafric,savora panafric situate strategic serene location close centra part nairobi hospitable excellent facilities make stay worth remember executive suite must say even standard room like executive room classy hotels know wonder note world luxurious hotel indeed place excellent client service,home away home always treat care,5.0,2015-08-01,8,2015
Sarova Panafric,excellent servicevery nice room coffe sooo good everone helpful make feel like home like area around pool best like traffic least thank wonderful week hotel hope see ya soon,special thank stanley joseph,5.0,2015-07-01,7,2015
Sarova Panafric,excellent stay lovely hotel center nairobi warmly greet continually ask staff could anything make stay enjoyable excellent restaurant bar swim pool,great hotel center nairobi,5.0,2015-07-01,7,2015
Sarova Panafric,annah fantastic great masseuse also extremely kind keep place extremely clean environment relax like fact nice music play scent fresh flower,amazingrelaxing massage reasonable price,5.0,2015-05-01,5,2015
Sarova Whitesands Beach Resort & Spa,busy hotel school holiday still best location food beach ambience room best part stay whitesands size hotel hardly bump unless actually plan,holiday coast,4.0,2016-12-01,12,2016
Sarova Whitesands Beach Resort & Spa,perfect service check fast sea front room perfect watch beautiful ocean establishment centrally locate two towns ie mombasa mtwapa like main restaurant variety meals cater inclusive vegetarians,perfect business holiday,5.0,2016-06-01,6,2016
Sarova Whitesands Beach Resort & Spa,stay sarova whitesands hotel mombasa 3 children hotel majestic look well present well guard security every part hotel include guard dog beach room clean adequate need modernise deserve 5 star say bed large comfortable room air condition towel change daily shampoo soap etc refill friendly helpful wait staff wonderful buffet restaurant amaze food choose fussy kid always find something like meals kid serve kid restaurant get hungry dinner time able get milk baby even middle night kid club provide activities older kid,family friendly hotel safe fully self sufficient,4.0,2017-01-01,1,2017
Sarova Whitesands Beach Resort & Spa,beautiful hotel meet arrival stun grind set directly beach staff greet warmth cold towel refreshment reception wonderful long journey room lovely beautiful beach view well equip airconditioned mosquito net pull ready even oh bed comfortable food delicious wide variety something everyone wait staff friendly efficient pool lovely tulia spa hot tub plunge pool set peaceful seclude area enjoy massage treatment room look beach staff hotel lovely truly make,dream holiday simply perfect,5.0,2017-04-01,4,2017
Sarova Whitesands Beach Resort & Spa,staff arrogant ignorant call manager nobody come finally guest relation come front office manager full well first replace guest relation officer suppose help problems make feel guilty complain food pathetic try better roadsides old town would recommend hotel nobody worth call 5 star hotel service actually check move nyali international beach hotel doubt whitesands wonderful room great lawns various pool activities service pathetic would want stay,dissapointment thru,1.0,2017-03-01,3,2017
Sarova Mara Game Camp,great lodgegreat staff indian kenyans understand pay big money stay talk unbearable much chat hat first night think check tomorrow staff food goodrooms greatplace visit loud indians therei felt destroy great lodge,safari,5.0,2016-01-01,1,2016
Sarova Mara Game Camp,book 3 nights stay sarova even arrive best decision ever although last minute reservation easy phone arrival air strip greet guide serve juice snack guide amaze immediately short game drive way camp within 45 minutes saw lion elephants various animals opt inclusive package club tent exclusive use vehicle tent tuck away back camp view grassland housekeep amaze provide us everything need total 6 game drive amaze see animals except rhino guide,amaze hospitality best experience,5.0,2016-01-01,1,2016
Sarova Mara Game Camp,think experience flawless service receive sarova mara game camp moment step till check every detail thoroughly think execute perfection tent wonderful get everything expect hotel complete high speed wifi warm bed 3 meals day wonderful possibly best buffet ive ever also miss desert delicious special shout nancy go beyond help us special request cannot wait return sarova mara game camp,best service experience ever,5.0,2016-01-01,1,2016
Sarova Mara Game Camp,serene place excellent mara club tent much bigger better ambiance standard tent although away din reception area seclude area din area food festival every meals fantastic service staff wonderful game drive activities surround camp,saova mara,5.0,2015-10-01,10,2015
Sarova Mara Game Camp,colleague work tourism sector widely travel arrive sarova mara camp 10th january year welcome alone beautiful warm give warm towel wipe dust safari park glass fresh juice cool throats promptly show plush chair take document order check us excellence serve flawless lack better word short later askaris hold bag ready take us room club tent mix tent lodge beautiful spacious cozy clean organize amenities one would want safari bush dinner quite affair food great huge variety,warmest welcome maasai mara everything spot ongood job,5.0,2016-01-01,1,2016
Sarova Stanley,stay hotel meet rather disappoint service tell best sarova chain experience different go panafric sarova instead return nairobi although taxi book collect airport one receive hire alternative taxi inconvenience enough room give foul stench hype tell hotel find average offer basic service want quality might want look elsewhere,average hotel nairobis central business district basic service,3.0,2016-09-01,9,2016
Sarova Stanley,stay two nights safari trip hotel nice nad clean service exceptional enjoy restaurants pool first trip africa recommend sarova stanley especially ease transition kenyan reality,great place stay nairobi,5.0,2016-08-01,8,2016
Sarova Stanley,oldest hotel nairobi still old world charm people friendly helpful service excellent good breakfast spread however dinner world lamb curry prepare cook best ever taste,old gold,4.0,2016-08-01,8,2016
Sarova Stanley,comfortable hotel staff friendly helpful great old world feel character food good lot historical photos interestinga staff member accompany us atm 2 minutes away good service,great hotel,5.0,2016-08-01,8,2016
Sarova Stanley,hotel good overall stay night holiday keen see various tourist place animals stopover us flight india food good especially breakfast good variety,good hotel,4.0,2016-08-01,8,2016
Sarova Mara Game Camp,cannot believe come across forum sarova mara stay around 3 time lodge also dinner time stay outside reserve never encounter problem start door get car greet staff raphael sordo name manager concierge staff din room etc etc room always maintain best attention detail second none time come back game view felt sick stomach bacteria stop sarova put fuel car pump attendant jonathan guide us doctor duty even though stay lodge staff show,nothing best,5.0,2015-05-01,5,2015
Sarova Mara Game Camp,well want see animal wild place go 2nd time always spot lion elephant lot zebra wildebeest giraffe etc however 1st time us spot cheetah rhino lucky time go flight 1st time go road really bumpy ride prepare bumpy ride 3 hours dirt road flight take us 45 mins reach masai mara nairobi wilson airport accommodation ok since stay better tent camp service really good,animal heaven awesome view,4.0,2015-08-01,8,2015
Sarova Mara Game Camp,tent like luxury hotel room service staff excellent food best eat holiday make special stay sarova highly recommend come back,amaze everything,5.0,2016-01-01,1,2016
Sarova Mara Game Camp,love take clients sarova mara simply disappoint manager always available team super fast serve location inside park enable clients enjoy undisturbed game drive keep pass gate every morning game drive kudos,2 nights enough experience,5.0,2015-11-01,11,2015
Sarova Mara Game Camp,wife recently return fantastic 3 night stay sarova mara game camp maasai mara national reserve park hotel perfect balance modern amenities still feel like truly camp hardwood floor hot water tile shower typical hotel sink vanity plug phone room safe modern side canvas tent wall mosquito net around bed zipper front door windows middle tree camp side room clean service day game drive greet airstrip guide ken kisio sarova game camp take care us begin end say ken best guide could ever ask,modern amenities excellent service amaze safari,5.0,2015-12-01,12,2015
Sarova Panafric,hotel 4 star property room terrible wont give 2 star rat room parameter except room fifth floor food hotel average restaurant staff amaze staff reception good come problem solve run without clue solution duty manager resident manager good nothing though gm nice think staff listen,terrible compkete disaster,1.0,2015-07-01,7,2015
Sarova Panafric,excellent service room room perfectly food really nice professional staff department lowest higher staff warm welcome reception team,good,3.0,2014-09-01,9,2014
Sarova Panafric,stay panafric hotel almost ten years ago since remodel upgrade couple years ago hotel interior especially lobby reflect 45 star quality time stay six nights 1522 july 2015 excellent service seek hotel panafric staff offer plenty staff attentive guests need particular irene benson hotel locate within 1015 minutes walk business district shop areas hotel offer many amenities include nicely groom landscape swim pool day spa gym two restaurants etc room average size clean breakfast buffet good miss variety salads smoke meats selection cheese restaurant,excellent service,4.0,2015-07-01,7,2015
Sarova Panafric,number conferences conference room well light arrange plenty snack 10 4 clock tea buffet lunch poolside nicely lot variety love notepad placeholders leather bind look quite executive prefer conference room roof top break one get breath take view side nairobi,nice conference facilities,4.0,2015-06-01,6,2015
Sarova Panafric,sarova panafric clean well maintain though undoubtedly age staff mindful guests expectations courteous welcome arrive wednesday night dinner inhouse restaurant grind floor live sing sultry singer cast enchant spell diners location perfect business nairobi cbd close enough quite right bustle daily commute cbd require one experience little less nairobi traffic still quiet even overall decent experience functional establishment nothing wow perhaps bland,rustic functional,3.0,2015-07-01,7,2015
Sarova Stanley,great hotel late arrive due problems flight nairobi arrive 4am staff brilliant nice old world feel place feel though might walk bar see ernest hemmingway drink room stylish comfortable invite buffet breakfast vary interest tasty stay next nairobi,magnificent,5.0,2016-08-01,8,2016
Sarova Stanley,ambience hotel amaze feel like one early 1900 luxury hotels beautiful wood panel edge glass complete antique look heat pool terrace best part hotel pool warm swim cold nights also possible,vintage feel,5.0,2016-08-01,8,2016
Sarova Stanley,top tail safari holiday keen explore outside see seedy side city arrive late night room big comfortable bathroom clean modern selection toiletries tea coffee biscuits provide sarah luise reception exceptionally friendly helpful great ambassadors hotel idle away hours pool find comfortable sunbeds lovely warm water pool deck restaurant look good drink exchange bar seem meet place day remind us raffle even thai restaurant fantastic would advise anyone eat even great delicious meal,great hotel,5.0,2016-08-01,8,2016
Sarova Stanley,top class hotel welcome staff friendly relax atmosphere comfortable room good breakfast cut short stay last moment complication long wait reception sort need catch airport flight short time however leave positive impression grade stay excellent,welcome arrival kenya,5.0,2016-08-01,8,2016
Sarova Stanley,classic hotel well makeover course great location still colonial charm look incredible friendly staff sometimes cost bar excellent beer wine snack menu interest charm spot din definitely stop classic nairobi,great spot drink bite downtown,5.0,2016-08-01,8,2016
Sarova Mara Game Camp,mara sarova one best lodge masai mara stay 6 time would still go back staff friendly helpful room great chef make amaze vegetarian food specific order need must visit,hotel accommodation hospitality,5.0,2015-11-01,11,2015
Sarova Mara Game Camp,amaze safari trip new year camp virtually faultless staff friendliest helpful ever experience world accommodation cater literally overwhelm good reason say mix place litter many young children poor parental supervision selfish guests use loud personal stereos pool must emphasise criticism lodge fellow guests might look adult accommodation another time would huge shame perhaps smaller separate area adults relax drive would idea thank otherwise incredible stay many great members staff mention,mix,4.0,2016-01-01,1,2016
Sarova Mara Game Camp,family 5 children 2118 16 amaze time sarova difficult know start comment tent fantastic spotlessly clean well equip ultra comfortable communal areas pleasant clean food choice restaurant fantastic something everyone things important great holiday make sarova brilliant staff nothing much trouble everything lovely smile pleasant attitude whether make omelette clean room serve drink simply pass time day particular sophy caroline damares restaurant cyrus look room stephen trainee,best holiday ever,5.0,2015-12-01,12,2015
Sarova Mara Game Camp,stay group 6 service provide staff unbelievable world request difficult handle food options also good restaurant room tent clean lot fun acitvities resort archery dart table tennis mini golf kayak definitely head back game camp near future,absolutely brilliant,5.0,2015-12-01,12,2015
Sarova Mara Game Camp,sarova tent ice cake safari superior tent awesome experience wake bird chirp serenity place des tresses completely staff hotel super friendly go way help stay comfortable really go extra mile,amaze stay sarova masai mara,5.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,2 nights stay 2 great days game drive food service staff good complaints room either like climb step room request room closer lodge meals buffet style even quiet noisy lot children run around table,beautiful set national park,4.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,nice place enjoy stay love hospitality friendly staff great service din area chefs managers trainees patrick trainee show excellence service 100 every aspect,staff,5.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,lodge well locate within national park accommodation facilities sorely date size luxury room clean well equip small cramp restaurant bar areas lovely food good place close enough nairobi weekend destination friday night overrun hordes illbehaved children far weakest lodge stay time kenya tanzania yet price similarly others,compete lodge class,3.0,2015-11-01,11,2015
Sarova Lion Hill Game Lodge,never see amaze staff love warm kind friendly make feel home love place good food awesome facilities room best great adventure wildlife lions zebras buffalo gazelles giraffes white rhinos baboons love place mdmr k awesome friends go back soon,excellent service,5.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,people loin hill sarova excellent warm welcome guard restuarant waiterswaitresses food great attractively display go way make stay absolutely magical always visit simple warm lodge,holiday retreat,5.0,2015-12-01,12,2015
Sarova Panafric,business trip nairobi recommend hotel near city center room small clean problem room clean time also like 2 days tv stop work food good flame tree restaurant also pool restaurant security good taxis promptly available take wherever go second time stay hotel hopefully third time hope disappoint,good hotel,3.0,2015-07-01,7,2015
Sarova Panafric,room good hotel ambience security overall experience satisfactory also security hotel good location hotel comfortable access location ease,good hotel,3.0,2015-07-01,7,2015
Sarova Panafric,visit nairobi 3rd july 8th business need hotel far city far airport far westlands sarova panafric fit completely requirements arrival find true african hospitality greet warm smile hotel really beckon check process absolutely fine get hot towel welcome drink lift need put card activate floor later realize actually go floor without access card need fix bar good light improve bite come breakfast vegetarians suffer eggetarian work well would recommend sarova bring indian flavor,true african hospitality heart nairobi,4.0,2015-07-01,7,2015
Sarova Panafric,actually stay long back 2012 august however fill fictitious date due tripadvisor software permit year old review notwithstanding fantastic hotel nairobi proximity airport central business district shop arenas good housekeep standards impeccable flame tree restaurant buffet simply superb thoroughly enjoy stay nairobi set kenyan safaris,comfortable spic span well locate hotel,4.0,2014-08-01,8,2014
Sarova Panafric,secure sarova panafric incredibly convenient walk distance city staff wonderful go extra mile ensure comfortable stay room clean spacious food would get want swim pool newly organize workout clean instructors expensive cab nairobi standards,stay whent ever travel naibi since 2011 hotel keep reputation,5.0,2015-05-01,5,2015
Sarova Stanley,expect much supposedly world class hotel first night towel notice get shower request towel next morning second night request washcloth drink water ac horrible cool room go dinner hotel restaurant crumb piece food table obviously even wipe needle say disappoint never experience deficiencies hotels stay,disappoint,1.0,2016-08-01,8,2016
Sarova Stanley,stay stanley night time stopover visit place hotel business hotel locate central business district mean even safe walk outside need cardriver apart ok nice big room,ok stopover,4.0,2016-08-01,8,2016
Sarova Stanley,stay sarova stanley 1 week business like hotel room extremely spacious decor old world english might call bite date style really work suit hotel room clean also like fact hotel respect hang towel want reuse policy many hotels policy take towel spite chocolate chip cookies provide yummy keen apple cinnamon though complimentary shower gel lotion could better quality gym excellent extensive range cardio equipment weight outside members get busy even 69pm weight hog,old world style hotel excellent breakfast gym concierge,5.0,2016-08-01,8,2016
Sarova Stanley,wife stay sarova stanley four nights head safari one night return hotel excellent maintain former glory well furbish line overall hotel staff cannot falter big shout concierge steve dominic take us tour hotel alex thai chi thai restaurant highly recommend also din two eat areas good thai chi exceptional even receive massage seat chair highly recommend take hotel tour provide good historical background hotel guests dominic create great rapport could happier stay,fantastic stay late july,5.0,2016-07-01,7,2016
Sarova Stanley,would definitely make hotel prefer hotel nairobi old world charm evoke days go room larger newer hotels hallways panel thick carpet pool deck great alfresco din snapper winner,comfortable classy friendly,5.0,2016-08-01,8,2016
Sarova Lion Hill Game Lodge,visit great lodge twice three time family friends location great food fresh entice best staff attitude response attention always serve smile suggestion create jog track round property take positively implement humble us third visit glad jog track popular among visitors also find room service excellent great lodge,place go,5.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,call hotel one month lady call beth say would call back make reservation follow later time speak yvonne confirm book send email nether directions hotel confirm agree tell entrance park 1000 per car get park gate amount different national park guide tell us hotel number visitors order lure hotel know get gate option pay fee one cannot drive back good experience us elderly parent car wait one hour sort things call,christmas lunch,2.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,fantastic place stay lake nakuru unfortunately pelicans zero pelicans much water lake fly lakes around area good game drive saw lot white rhinos giraffes baboons game lake massage hotel fantastic accord wife affordable,great place stay,5.0,2015-12-01,12,2015
Sarova Lion Hill Game Lodge,hotel short distance nairobi die nothing hard amaze staff friendly food satisfaction would definitely recommend friend family absolutely amaze definitely back,amaze,5.0,2015-10-01,10,2015
Sarova Lion Hill Game Lodge,first visit lion hill 21 years ago young girl fond memories precede years plan visit forever last week opportunity arise visit quite high expectations consider great stay long ago previously one thing stand lodge superior service everyone mean everyone guard gate groundsmen etc friendly hospitable go way ensure stay memorable comfortable consider festive season one would expect sluggish service expectations pleasantly meet surpass purity sarah reception kind warm reception speedy check alex ever smile porter,must visit,5.0,2015-12-01,12,2015
Sarova Panafric,stay one night gem nairobi hotel seem around many years although age areas well train staff beautiful garden make especially happy replace bath proper shower business dinner restaurant service quality food impeccable room look swim pool nice surprise,old world charm,5.0,2015-06-01,6,2015
Sarova Panafric,husband three night stay back really enjoy stay perfect need breakfast delicious try meals unfortunately room comfortable clean staff amaze location ideal need definitely back,mrs,4.0,2014-07-01,7,2014
Sarova Panafric,hotel well secure security great service well maintain facility check system end glitch extend time require room maintain clean regularly staff great bring clothe balcony rain would often clean room return great service wifi great reliable disappoint laundry service restrict day service offer shortterm laundry,high quality,5.0,2015-06-01,6,2015
Sarova Panafric,really start wonder people give hotel great rat hotel total disgrace aspects level reservation badly handle reception staff unhelpful management present price well expectations know kenya well term tourism guy seem able want sink destination new complete new level stay hotel london opposite south kensington station believe owner disgrace,disgrace disgrace disgrace,1.0,2015-06-01,6,2015
Sarova Panafric,stay 4 days sarova panafric wonderful time staff attentive need make sure take well care room clean although dim bathroom light make bite hard see night hotel clean busy yet staff make sure address assist pass particularly enjoy daily banter help benson concierge helpful make sure get need point indoor flame restaurant amaze dish call ugali kuku recommend highly everything great would sure come back give opportunity,amaze welcome,5.0,2015-06-01,6,2015
Sarova Mara Game Camp,hotel fair distance city get come worthwhile particular staff super amaze moh reubens nancy exceptional hotel also pretty good facilities 7quality bed devine definitely backactually might book,absolutely amaze,5.0,2015-11-01,11,2015
Sarova Mara Game Camp,boyfriend stay amaze lovely experience great food clean affordable staff wonderful particularly bar staff moh reuben client liaison officer nancy felt welcome find request facilitate camp staff include small request chef definitely return sarova masai mara already advise friends family stay future absolutely 1010,beautiful hotel amaze staff,5.0,2015-12-01,12,2015
Sarova Mara Game Camp,wonderful roomsamazing foodservicevery friendly staff interest activities like archeryfishing mini golfingcooking competitionsbeautiful sceneryi twice dissapointed,amaze place,5.0,2015-08-01,8,2015
Sarova Mara Game Camp,wonderful stay sarova mara come parent visit europe never proper safari really want perfect experience look something comfortable safe bite luxurious yet authentic kitsch review certainly accurate expectations even exceed grateful decide book club tent oppose standard ones especially location face national park plenty privacy well worth extra expense course larger bite fancier frequently saw animals side fence plenty buffalo even lion little dikdiks,luxurious authentic,5.0,2015-12-01,12,2015
Sarova Mara Game Camp,awesome time service world class staff corporative food also amaze occasional sea foods menue price well manisur lawns tree create beautiful ambience sarova mara,maramara tonight,5.0,2015-12-01,12,2015
Sarova Stanley,font know write review sooner every time visit sarova thai restaurant food still awe fish especially good would recommend corporate lunch treat business deal close immediately keep good work teh staff good professional,food amaze,5.0,2016-07-01,7,2016
Sarova Stanley,hotel staff outstanding veronica stephanie nahason make stay memorable location service food excellent historical decor staff love give historical hotel tour show photographic memorabilia famous people restaurant historical pics cricket bat decor would recommend hotel travellers nairobi,super excellent,5.0,2016-07-01,7,2016
Sarova Stanley,sarova stanely best meticulous ensure guests need meet trully happy hotel service staff courteous give historical hotel tour food really nice ambience exchange bar good hotel situate city centre heart nairobi one enjoy easy access wherever need go within nairobi choose commute via concierge car service public transport system,attention detail,4.0,2016-05-01,5,2016
Sarova Stanley,yes smaller intercontinental hilton etc first class service elegant authentic historic colonial decor real personal service greet name also secure without obviously secure zone staff love give free historical hotel tour show photographic memorabilia famous people stay 113 year history include hm queen elizabeth enjoy exchange bar real ex pat colonial cocktail experience sundown tip book iprefer free membership scheme best rate room upgrade,best city centre hotel nairobi,5.0,2016-07-01,7,2016
Sarova Stanley,return incredible life change experience live maasai help build school community library people kindest gracious next arrive sarova stanely arrive late attempt locate wash machine one individual use inquire drop woman come pick small bag clothe fill laundry sheet suppose return laundry hours lady sign nothing ever pay pick drop laundry hotel 30 40 morning look bill say 360 sarova stanely want charge us 360 bag size pillow case shock,laundry problems,1.0,2015-08-01,8,2015
Sarova Whitesands Beach Resort & Spa,pros beautiful grind adequate service eat areas con standard bedroom face back garden seem euphemism back beyond bedroom discolour bathtub sink toilet stain runner bedthe room felt dingy outdated frankly disappoint despite beautiful location quality room make feel like mistake,disappoint expectations,2.0,2017-04-01,4,2017
